,Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key,Name_suffix1,BSE Code_suffix1,NSE Code_suffix1,Industry_suffix1,Current Price_suffix1,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization_suffix1,Name_suffix2,BSE Code_suffix2,NSE Code_suffix2,Industry_suffix2,Current Price_suffix2,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization_suffix2,Name_suffix3,BSE Code_suffix3,NSE Code_suffix3,Industry_suffix3,Current Price_suffix3,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Net cash flow last year,Cash beginning of last year,Cash end of last year,Free cash flow preceding year,Cash from operations preceding year,Cash from investing preceding year,Cash from financing preceding year,Net cash flow preceding year,Cash beginning of preceding year,Cash end of preceding year,Free cash flow 3years,Free cash flow 5years,Free cash flow 7years,Free cash flow 10years,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Operating cash flow 10years,Investing cash flow 10years,Investing cash flow 7years,Investing cash flow 5years,Investing cash flow 3years,Cash 3Years back,Cash 5Years back,Cash 7Years back,Market Capitalization_suffix3,Name_suffix4,BSE Code_suffix4,NSE Code_suffix4,Industry_suffix4,Current Price_suffix4,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization_suffix4,Name_suffix5,BSE Code_suffix5,NSE Code_suffix5,Industry_suffix5,Current Price_suffix5,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization_suffix5,Name_suffix6,BSE Code_suffix6,NSE Code_suffix6,Industry_suffix6,Current Price_suffix6,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization_suffix6,Name_suffix7,BSE Code_suffix7,NSE Code_suffix7,Industry_suffix7,Current Price_suffix7,Operating profit preceding quarter_suffix7,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,EBIT preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,NPM preceding year quarter,Equity Capital preceding year quarter,EPS preceding year quarter,Market Capitalization_suffix7,Name_suffix8,BSE Code_suffix8,NSE Code_suffix8,Industry_suffix8,Current Price_suffix8,Market Capitalization_suffix8,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,Name_suffix9,BSE Code_suffix9,NSE Code_suffix9,Industry_suffix9,Current Price_suffix9,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization_suffix9,t_1_price
0,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,224.55,777.49,13.59,57.38,21.7,15.89,0.0,777.49,105.65,2.14,109.59,14.35,95.24,16.46,76.98,20.82,57.38,-1.8,56.16,4.41,53.49,63.75,13.59,7.39,105.65,16.46,14.35,15.89,95.24,56.16,20.12,20.82,2.14,202403.0,701.69,85.79,2.97,88.76,13.8,74.96,17.76,57.2,15.24,41.82,0.0,41.96,2.65,12.23,5.98,11.85,738.43,51.8,792.37,533022.0_20MICRONS,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,224.65,17.15,10.14,35.2,17.97,9.98,10.8,10.27,9.05,21.32,9.06,9.68,12.31,35.2,17.97,20.05,48.07,20.05,48.68,0.12,36.19,24.91,68.28,56.31,792.72,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.45,121.37,17.64,0.0,335.31,82.32,39.05,588.44,366.29,0.0,154.06,212.23,12.26,17.4,332.0,189.54,0.0,0.0,17.73,588.44,247.69,5.75,112.83,125.52,5.0,60.3,2.97,62.03,3.53,107.83,179.63,213.47,357.6,7.51,106.23,89.1,80.74,50.93,104.16,124.45,152.01,176.64,202.58,194.99,177.0,795.54,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.65,54.44,34.82,-23.11,-2.86,28.46,20.28,60.3,51.74,63.2,-17.67,-37.97,7.55,12.73,29.94,98.43,168.63,244.48,324.16,152.96,249.75,363.66,463.86,-143.91,-126.05,-89.01,-63.95,9.94,10.74,10.27,796.25,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,224.9,1.02,24.2,7.8,1.75,5.79,0.77,31.86,18.78,21.41,352.95,1.02,5.79,8.97,0.14,2.16,472.18,7.47,0.39,1.57,7.87,246.38,-9.93,0.06,93.07,4.27,149.89,0.96,1.27,7.87,189.11,14.58,20.14,31.58,70.17,14.58,5.36,58.18,793.61,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.2,44.62,23.16,729846,816052,312746,234.94,90.0,234.94,6.6,2.01,0.18,26.77,182.05,157.72,180.47,157.09,69.23,12.82,12.31,9.09,8.16,134.11,55.29,41.55,203559,28.58,20.15,794.66,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.0,212.34,13.64,22.54,46.67,10.8,37.2,26.54,1.14,27.68,3.71,23.97,4.64,19.33,5.66,0.0,13.66,45.87,12.5,6.43,17.64,3.87,29.95,26.39,199.7,190.56,16.05,14.93,23.15,202403.0,11.33,212.16,28.92,20.29,5.74,174.89,22.27,0.4,22.67,3.69,18.98,3.58,15.4,3.89,11.48,0.0,11.5,12.73,6.58,17.64,3.25,793.96,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,224.75,22.27,173.28,20.54,0.47,21.01,3.7,17.31,4.13,13.18,3.87,9.3,0.0,9.32,11.85,5.38,17.64,2.64,793.08,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.65,796.25,13.84,0.57,2.3,10.35,0.34,17.75,44.95,11.34,0.0,19.15,857.32,3.53,100.02,4.1,1.16,0.0,8.0,6.0,1.4,1.57,22492.0,44.95,15.11,58.93,3.52,,87.97,16.19,189.11,103.51,54.44,58.93,99.02,54.32,0.73,0.01,0.0,0.0,83.2,19.27,8.1,15.34,20546.0,20 Microns,533022.0,20MICRONS,Mining / Minerals / Metals,225.2,3.38,14.98,16.11,60.78,53.22,21.01,2.89,3.49,3.43,3.53,0.0,0.0,1.83,20.14,18.86,19.18,17.75,14.2,15.09,1.9,12.74,12.83,22336.0,4.73,56.42,68.03,52.97,7.3,8.53,8.41,9.12,8.38,8.23,124.03,134.79,123.5,105.34,84.01,0.7,0.0,794.66,229.42
10,ACC,500410.0,ACC,Cement - North India,2650.0,19958.92,15.34,2156.1,17.27,124.42,0.0,19958.92,3061.66,735.33,3558.99,883.11,2675.88,154.58,2759.3,422.77,2156.1,238.0,2336.53,140.99,29.12,737.2,15.34,10.8,3061.66,154.58,883.11,124.42,2675.88,2336.53,307.12,422.77,735.33,202403.0,22210.18,1924.93,196.27,2187.78,841.32,1346.46,77.28,1202.6,317.39,934.07,-66.58,885.21,173.89,8.67,4.21,47.13,19341.11,1627.35,49763.66,500410.0_ACC,ACC,500410.0,ACC,Cement - North India,2644.15,13.13,6.16,11.85,7.24,5.28,5.78,8.9,6.08,11.49,10.1,12.19,6.67,11.85,7.24,18.13,7.33,18.13,7.33,2.16,1578.88,1286.34,2135.81,1686.06,49653.81,ACC,500410.0,ACC,Cement - North India,2649.6,354.85,187.99,0.0,16141.68,0.0,354.85,23385.64,15359.97,0.0,5161.65,10025.27,985.81,810.55,8967.42,6096.84,0.0,0.0,3466.75,23385.64,3001.67,354.85,1868.55,827.5,10.0,1862.87,258.63,1924.89,18.78,153.04,2641.5,7511.89,12070.38,1684.0,3662.87,1978.28,53.54,-1288.29,102.48,0.0,0.0,35.03,6694.44,7088.17,7567.77,49756.14,ACC,500410.0,ACC,Cement - North India,2649.0,2995.11,1646.16,-1204.64,-443.15,1347.32,256.63,1862.87,-3216.05,-1235.08,-4637.17,-1237.71,-7109.96,7366.59,414.71,112.26,3343.4,4997.85,5972.3,4595.52,9069.42,11741.41,15939.75,-11322.05,-8427.95,-7685.78,-6829.55,6005.7,3096.98,1977.16,49744.87,ACC,500410.0,ACC,Cement - North India,2647.55,2.49,1328.73,13.55,1.47,17.31,3.19,15.04,75.73,10.06,16329.67,2.49,17.31,18.02,0.16,0.15,14012.75,0.24,0.23,1.35,6.03,1376.51,-3.94,0.02,88.73,4.07,50.2,0.96,2.19,6.03,1560.22,16.6,15.28,70.46,159.83,16.6,5.76,68.06,49717.64,ACC,500410.0,ACC,Cement - North India,2647.55,-1.12,14.86,606102,768990,340501,2759.95,1762.65,2785.0,318.0,1.09,1.19,2.85,2546.65,2366.04,2543.7,2363.5,54.83,25.79,25.75,24.77,24.51,44.4,9.64,10.86,574544,7.41,6.08,49717.64,ACC,500410.0,ACC,Cement - North India,2647.95,5408.72,730.45,12.9,158.23,-10.14,130.83,836.78,349.99,957.21,235.03,722.18,66.7,885.04,-59.8,229.56,944.84,49.61,15.47,13.51,187.99,50.31,549.28,770.88,4434.73,5201.11,387.88,466.14,59.05,202403.0,12.31,5841.3,883.31,556.03,29.61,4914.36,904.72,93.73,998.45,235.23,763.22,33.91,729.31,191.64,537.63,0.0,537.67,18.41,10.94,187.99,28.63,49725.17,ACC,500410.0,ACC,Cement - North India,2647.6,904.72,4790.91,468.52,54.82,589.76,176.75,413.01,15.24,331.35,95.69,282.86,-66.42,235.66,9.78,5.9,,12.55,49718.59,ACC,500410.0,ACC,Cement - North India,2648.4,49733.6,23.11,0.29,3.05,9.82,0.02,14.15,56.69,5.61,0.0,29.59,48225.58,18.78,869.58,5.62,1.16,0.0,8.0,4.0,0.91,1.35,149893.0,56.69,17.39,15.13,3.08,,20.83,11.44,1560.22,11.59,120.89,15.13,117.35,12.33,6.17,-0.07,0.5,24.64,752.9,9.37,4.49,6.57,164547.0,ACC,500410.0,ACC,Cement - North India,2648.4,18.77,11.94,11.62,676.25,614.73,437.7,4.98,4.15,3.56,3.71,0.0,0.0,386.32,15.28,16.16,16.06,15.06,11.68,12.14,-1.53,14.53,14.17,170373.0,28.07,13.29,11.95,21.39,8.19,8.0,29.32,26.89,25.41,22.75,30377.41,28320.2,24995.43,20816.27,-4.48,-7.5,5.32,49733.6,2934.47
28,AGI Greenpac,500187.0,AGI,Packaging,706.35,2420.88,23.3,251.33,17.91,38.85,0.0,2420.88,564.12,24.16,588.28,161.33,426.95,87.02,339.93,88.6,251.33,0.0,251.33,38.82,30.56,197.35,23.3,10.38,564.12,87.02,161.33,38.85,426.95,251.33,80.22,88.6,24.16,202403.0,2281.48,461.61,38.75,487.48,126.26,361.22,57.06,317.04,55.4,261.62,12.88,261.64,32.35,20.23,11.47,40.44,2476.33,295.54,4569.91,500187.0_AGI,AGI Greenpac,500187.0,AGI,Packaging,705.0,24.32,8.57,42.09,83.32,6.4,13.48,2.25,3.55,28.14,23.15,10.27,8.06,42.09,87.44,15.1,16.41,13.29,16.17,0.0,167.82,125.61,264.7,220.28,4561.18,AGI Greenpac,500187.0,AGI,Packaging,706.1,616.13,12.94,0.0,1801.67,709.25,22.32,3356.96,2584.08,0.0,722.08,1969.82,52.39,29.31,1206.71,776.69,0.0,0.0,97.78,3356.96,548.62,0.21,396.74,320.72,2.0,360.95,12.33,400.56,6.47,731.57,538.59,1862.01,2584.08,141.5,444.39,260.92,559.41,385.43,897.73,875.14,911.26,1098.43,1831.33,1842.29,1523.28,4568.3,AGI Greenpac,500187.0,AGI,Packaging,703.9,588.39,320.22,-351.65,-234.65,2.09,230.18,360.95,243.46,522.52,221.96,-554.07,190.41,39.77,279.25,283.11,519.45,245.02,640.41,1291.67,1747.19,2054.54,2835.52,-1663.83,-1170.61,-700.0,-477.53,23.41,39.34,143.82,4554.07,AGI Greenpac,500187.0,AGI,Packaging,703.1,1.88,48.2,8.17,1.55,4.91,0.22,22.66,-3.78,0.42,1814.61,1.88,4.91,11.25,0.19,2.45,2570.83,3.96,0.39,1.78,15.45,557.84,-7.76,0.07,27.11,35.44,25.65,0.65,1.04,15.45,495.13,7.73,13.8,45.07,84.79,7.73,4.26,70.44,4548.89,AGI Greenpac,500187.0,AGI,Packaging,703.1,-8.28,-15.66,148727,73331,72789,1089.0,559.55,1089.0,5.97,-0.16,-0.5,8.04,718.25,745.4,718.82,745.81,50.81,0.2,0.01,-3.46,-4.38,21.99,40.76,55.95,252368,30.13,24.28,4548.89,AGI Greenpac,500187.0,AGI,Packaging,705.0,624.87,64.58,-8.15,-32.62,6.11,-3.93,148.21,7.84,156.05,41.75,114.3,25.06,89.24,24.66,0.0,64.58,49.44,23.72,10.33,12.94,9.98,134.16,131.56,615.28,558.47,56.14,63.49,22.21,202403.0,7.13,598.28,139.93,74.82,11.56,622.26,150.19,3.19,153.38,41.72,111.66,20.74,90.92,23.8,67.12,0.0,67.12,24.14,10.79,12.94,10.37,4561.18,AGI Greenpac,500187.0,AGI,Packaging,705.0,150.19,680.32,176.86,31.6,195.51,37.67,157.84,24.97,145.82,37.03,95.84,12.95,108.79,26.0,14.09,12.94,16.82,4561.18,AGI Greenpac,500187.0,AGI,Packaging,703.75,4553.1,18.12,0.71,2.49,7.76,0.34,14.69,60.24,8.87,0.0,26.93,4808.28,6.47,280.48,3.32,1.04,0.0,8.0,4.0,0.75,1.78,67343.0,60.24,12.53,48.36,1.82,,28.3,12.72,495.13,46.47,197.63,48.36,195.74,31.16,7.42,-0.18,-0.15,1.19,248.32,14.76,8.18,17.45,61779.0,AGI Greenpac,500187.0,AGI,Packaging,703.75,7.23,11.95,15.58,190.67,173.84,198.57,1.49,3.0,2.22,2.24,0.0,0.0,30.22,13.8,11.3,9.46,9.56,8.99,9.43,75.42,19.76,17.05,44907.0,14.85,60.46,91.92,73.5,5.38,7.39,14.93,9.55,12.2,14.59,993.75,540.8,755.25,257.86,97.52,0.74,-2.06,4553.1,661.81
64,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,539.75,25377.72,17.52,1774.27,16.39,27.11,0.02,25377.72,4447.34,76.63,4601.27,1477.83,3123.44,505.94,2540.2,818.34,1774.27,-77.3,1721.87,381.06,53.84,2964.0,17.52,6.99,4447.34,505.94,1477.83,27.11,3123.44,1721.87,420.88,818.34,76.63,202403.0,24568.13,3333.04,63.91,3364.86,1419.14,1945.72,550.62,1427.19,322.55,1079.81,32.09,1104.64,285.8,13.57,4.4,17.39,25366.85,1778.09,34279.59,500877.0_APOLLOTYRE,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,540.3,13.41,7.66,35.55,16.36,6.4,6.4,9.81,6.58,16.06,17.01,12.49,8.77,35.55,13.95,3.71,3.02,7.04,5.43,0.05,935.16,946.33,1769.3,1612.81,34314.52,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,542.3,4905.1,63.51,0.0,13838.68,5223.68,1196.85,26957.35,29879.55,3.12,12226.62,17071.15,282.98,531.66,9027.71,7043.82,3.05,0.0,0.0,26957.35,3502.41,963.24,4245.73,2664.84,1.0,922.13,1092.79,2978.65,63.51,6420.53,2463.14,17652.94,29879.55,252.56,2658.32,2068.84,1255.21,1369.07,7333.51,5110.76,3436.55,1613.44,16419.57,11754.02,6691.5,34441.54,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,541.15,3439.52,2765.62,-710.68,-2659.06,69.79,838.91,922.13,1373.95,2134.39,-476.14,-1691.82,-33.58,872.48,846.23,4476.77,5479.18,2928.83,1855.68,7727.47,12691.7,15482.49,19919.23,-18826.27,-12436.43,-7518.28,-2358.98,2145.79,562.65,336.92,34368.51,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,540.95,1.35,23.02,8.33,1.28,6.17,1.18,13.8,-28.7,-5.11,13902.19,1.35,6.17,12.27,0.13,2.85,20856.54,7.83,0.35,1.95,22.13,261.61,-11.59,0.03,90.3,3.38,48.21,0.97,1.08,22.13,365.42,9.99,11.19,48.06,55.15,9.99,4.24,91.08,34355.8,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,541.7,15.27,18.38,4007973,7799198,11715678,559.85,365.0,559.85,13.6,-0.04,8.56,16.91,489.08,460.55,486.92,459.73,74.77,11.63,8.88,5.62,4.11,33.24,33.56,21.95,2897283,11.4,9.84,34403.44,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,540.85,6258.2,377.22,0.17,-3.94,3.3,64.31,1028.0,37.63,1102.43,387.98,714.45,114.64,563.01,208.92,-36.8,354.08,47.23,16.43,6.03,63.51,5.58,1159.82,1051.45,6279.57,6244.58,474.25,396.91,33.43,202403.0,3.34,6453.05,1115.59,622.92,9.81,6595.37,1208.09,3.35,1226.54,367.62,858.92,123.04,720.78,224.16,507.04,-15.1,496.63,18.32,7.69,63.51,7.82,34349.45,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,541.8,1208.09,6247.33,998.46,39.56,1015.44,372.43,643.01,139.03,526.56,116.26,392.71,22.58,410.3,15.98,6.29,63.51,6.46,34409.78,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,541.4,34384.39,19.4,1.11,2.48,6.54,0.35,13.25,37.36,8.13,1.07,27.49,38367.36,63.51,218.9,3.15,0.68,0.0,9.0,4.0,0.94,1.95,372372.0,36.96,10.29,38.33,2.88,,37.11,11.59,365.42,72.18,79.57,38.33,113.42,20.93,18.16,0.2,-0.03,21.99,202.77,10.21,3.98,8.77,336846.0,Apollo Tyres,500877.0,APOLLOTYRE,Tyres,541.8,50.9,8.07,9.35,180.18,173.59,99.06,3.02,2.84,3.14,3.86,0.0,0.0,253.44,11.19,9.61,9.45,13.17,10.07,8.15,9.56,14.48,14.07,282649.0,26.77,37.01,28.97,27.34,3.6,4.31,19.03,14.35,17.12,18.35,14207.21,12742.41,10623.35,8044.24,24.37,-4.71,6.33,34409.79,591.28
110,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,877.0,2348.19,13.33,168.0,17.83,75.68,0.0,2348.19,313.01,109.33,422.34,59.16,363.18,22.05,341.13,77.37,168.0,0.0,263.76,0.0,65.73,243.62,13.33,11.23,313.01,22.05,59.16,75.68,363.18,263.76,88.2,77.37,109.33,202403.0,2335.08,225.32,80.96,304.97,56.79,248.18,17.94,231.55,59.19,110.31,1.31,172.36,73.26,9.65,7.34,49.97,2379.28,232.58,1946.93,532485.0___NA__,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,881.35,14.54,5.27,28.23,5.22,0.56,0.56,,,22.6,4.97,,,28.23,5.22,,,,,0.0,110.04,,242.89,,1956.59,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,882.5,113.09,22.2,0.0,1198.59,0.0,121.07,3021.73,1021.17,0.0,260.86,750.69,52.11,564.87,1631.57,713.77,0.0,0.0,234.09,3021.73,943.21,36.13,193.22,426.96,10.0,672.93,9.15,314.72,2.22,121.07,850.15,760.31,1021.17,27.59,813.38,795.46,,,125.17,80.76,,,767.24,568.22,,1959.14,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,884.0,268.8,216.62,-105.23,-172.33,-8.77,60.83,672.93,155.94,205.89,-48.28,-144.97,12.63,48.19,583.91,378.12,720.48,,,498.08,931.96,,,,,-157.36,-16.56,674.83,584.22,,1962.47,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,883.15,0.83,15.56,3.32,2.29,16.47,2.23,40.17,11.32,-1.33,1220.79,0.83,16.47,3.86,0.87,0.43,1746.01,6.19,0.28,2.38,0.0,726.78,16.61,0.32,83.98,9.7,128.74,0.9,0.84,0.0,967.76,7.29,13.76,18.77,424.87,7.29,3.15,41.36,1960.58,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,882.5,37.79,71.69,37314,14962,16625,978.0,386.1,978.0,55.25,0.97,-2.93,4.02,814.54,642.37,812.11,640.04,54.11,20.6,22.55,21.55,21.79,111.94,21.4,14.8,40580,11.61,13.3,1959.14,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,877.05,579.28,47.4,-5.09,67.79,0.56,52.3,93.93,29.96,123.89,15.46,108.43,5.81,102.62,27.47,0.0,75.15,35.41,16.21,12.97,22.2,21.35,76.58,66.69,587.45,594.39,63.78,57.31,38.92,202403.0,1.62,604.01,76.33,55.17,15.68,587.08,75.81,27.41,103.22,14.4,88.82,5.45,83.37,15.85,43.01,0.0,67.51,12.91,11.5,22.2,19.38,1947.04,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,877.0,75.81,610.36,54.58,34.75,89.33,14.38,74.95,4.51,70.44,26.46,28.25,0.0,43.98,8.94,7.21,22.2,12.73,1946.93,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,885.0,1964.69,11.68,3.71,1.61,9.06,0.09,14.4,59.67,26.31,0.0,23.18,1404.85,2.22,549.97,7.7,2.02,0.0,8.0,5.0,0.81,2.38,22802.0,59.67,16.58,66.37,1.78,,42.01,12.02,967.76,37.64,74.42,66.37,45.69,39.11,1.08,0.26,0.0,0.14,500.91,12.93,6.37,9.9,23794.0,Balmer Law. Inv.,532485.0,__NA__,Finance & Investments,882.55,,9.87,10.77,494.65,497.11,,6.76,6.6,,,0.0,0.0,61.49,13.76,12.69,12.69,12.69,,,,11.17,,23265.0,47.17,59.37,67.21,55.52,6.42,6.9,8.44,8.65,8.65,8.65,1038.39,864.14,847.05,408.76,44.86,-4.73,0.0,1959.25,848.04
